transaction_id,order_id,integration_type,status,error_code,processing_time_ms,retry_count,transaction_date,exception_flag,exception_types,integration_type_encoded,status_encoded,anomaly_flag,final_exception
TXN10049,SO34203,API_ORDER,FAILED,ERR_INVALID_VALUE,5155,1,2024-11-01 09:02:27,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED",1,0,False,True
TXN10050,SO38948,API_ORDER,SUCCESS,,5271,0,2024-11-01 09:02:30,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10053,SO37760,EDI_856,SUCCESS,,3124,0,2024-11-01 09:02:39,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10056,SO33652,EDI_856,FAILED,,4954,5,2024-11-01 09:02:48,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",3,0,True,True
TXN10058,SO35327,EDI_850,SUCCESS,,5368,0,2024-11-01 09:02:54,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10059,SO37508,EDI_856,SUCCESS,,3990,0,2024-11-01 09:02:57,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10061,SO32203,API_INVOICE,PENDING,,4486,0,2024-11-01 09:03:03,True,"PENDING_SLA_BREACH,PROCESSING_TIME_EXCEEDED",0,1,False,True
TXN10062,SO30739,API_INVOICE,SUCCESS,,4108,0,2024-11-01 09:03:06,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10063,SO30409,API_INVOICE,SUCCESS,,3327,0,2024-11-01 09:03:09,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10066,SO39419,EDI_856,SUCCESS,,3852,0,2024-11-01 09:03:18,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10067,SO33987,EDI_850,SUCCESS,,4039,0,2024-11-01 09:03:21,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10069,SO39556,EDI_850,SUCCESS,,5572,0,2024-11-01 09:03:27,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10070,SO39618,API_INVOICE,SUCCESS,,3222,0,2024-11-01 09:03:30,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10071,SO35334,API_INVOICE,SUCCESS,,4520,0,2024-11-01 09:03:33,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10073,SO39090,EDI_850,FAILED,,600,4,2024-11-01 09:03:39,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",2,0,False,True
TXN10074,SO35476,API_ORDER,SUCCESS,,3714,0,2024-11-01 09:03:42,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10076,SO31320,API_INVOICE,PENDING,,5780,5,2024-11-01 09:03:48,True,"PENDING_SLA_BREACH,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",0,1,True,True
TXN10077,SO31614,API_ORDER,FAILED,ERR_TIMEOUT,5886,0,2024-11-01 09:03:51,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED",1,0,False,True
TXN10078,SO32096,API_INVOICE,FAILED,ERR_INVALID_VALUE,1420,2,2024-11-01 09:03:54,True,FAILED_TRANSACTION,0,0,False,True
TXN10081,SO35435,API_ORDER,SUCCESS,,4387,0,2024-11-01 09:04:03,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10082,SO36943,API_ORDER,SUCCESS,,3582,0,2024-11-01 09:04:06,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10085,SO32235,API_INVOICE,FAILED,ERR_TIMEOUT,1171,0,2024-11-01 09:04:15,True,FAILED_TRANSACTION,0,0,False,True
TXN10087,SO30858,EDI_850,FAILED,,1520,3,2024-11-01 09:04:21,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",2,0,False,True
TXN10088,SO36215,API_INVOICE,SUCCESS,,3908,0,2024-11-01 09:04:24,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10091,SO30635,EDI_856,FAILED,ERR_MISSING_FIELD,502,1,2024-11-01 09:04:33,True,FAILED_TRANSACTION,3,0,True,True
TXN10093,SO39500,API_ORDER,SUCCESS,,5416,0,2024-11-01 09:04:39,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10094,SO38431,API_INVOICE,SUCCESS,,4092,0,2024-11-01 09:04:42,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10097,SO38832,EDI_856,FAILED,ERR_INVALID_VALUE,4289,4,2024-11-01 09:04:51,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",3,0,False,True
TXN10100,SO39254,EDI_856,SUCCESS,,5312,0,2024-11-01 09:05:00,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10101,SO36497,API_INVOICE,FAILED,,1779,1,2024-11-01 09:05:03,True,FAILED_TRANSACTION,0,0,False,True
TXN10102,SO39658,EDI_850,SUCCESS,,4293,0,2024-11-01 09:05:06,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10104,SO37017,API_INVOICE,SUCCESS,,5821,0,2024-11-01 09:05:12,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10105,SO30795,API_ORDER,FAILED,ERR_TIMEOUT,4754,5,2024-11-01 09:05:15,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",1,0,False,True
TXN10106,SO32839,API_INVOICE,FAILED,ERR_INVALID_VALUE,2241,0,2024-11-01 09:05:18,True,FAILED_TRANSACTION,0,0,False,True
TXN10107,SO30823,EDI_850,FAILED,ERR_TIMEOUT,1174,0,2024-11-01 09:05:21,True,FAILED_TRANSACTION,2,0,False,True
TXN10108,SO33554,EDI_856,SUCCESS,,4716,0,2024-11-01 09:05:24,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10109,SO39489,API_ORDER,SUCCESS,,4929,0,2024-11-01 09:05:27,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10110,SO30787,API_INVOICE,SUCCESS,,3623,0,2024-11-01 09:05:30,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10111,SO38062,EDI_856,SUCCESS,,4766,0,2024-11-01 09:05:33,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10113,SO30857,API_ORDER,FAILED,,5897,1,2024-11-01 09:05:39,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED",1,0,False,True
TXN10114,SO35851,EDI_856,SUCCESS,,4784,0,2024-11-01 09:05:42,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10115,SO34422,API_INVOICE,FAILED,ERR_INVALID_VALUE,694,3,2024-11-01 09:05:45,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",0,0,False,True
TXN10117,SO31018,EDI_850,SUCCESS,,5359,0,2024-11-01 09:05:51,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10119,SO39461,API_ORDER,PENDING,,4275,3,2024-11-01 09:05:57,True,"PENDING_SLA_BREACH,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",1,1,False,True
TXN10120,SO34994,API_ORDER,SUCCESS,,3706,0,2024-11-01 09:06:00,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10122,SO30652,API_ORDER,SUCCESS,,4772,0,2024-11-01 09:06:06,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10123,SO36048,API_INVOICE,SUCCESS,,5774,0,2024-11-01 09:06:09,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10125,SO32909,API_ORDER,SUCCESS,,3442,0,2024-11-01 09:06:15,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10127,SO36550,API_ORDER,SUCCESS,,3307,0,2024-11-01 09:06:21,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10130,SO39332,EDI_856,FAILED,ERR_MISSING_FIELD,5390,4,2024-11-01 09:06:30,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",3,0,True,True
TXN10131,SO35476,API_INVOICE,SUCCESS,,5475,0,2024-11-01 09:06:33,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10132,SO30809,EDI_850,SUCCESS,,4401,0,2024-11-01 09:06:36,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10133,SO37574,EDI_856,SUCCESS,,4856,0,2024-11-01 09:06:39,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10134,SO39895,API_ORDER,SUCCESS,,5591,0,2024-11-01 09:06:42,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10135,SO32820,API_ORDER,SUCCESS,,4121,0,2024-11-01 09:06:45,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10138,SO31834,EDI_850,FAILED,ERR_MISSING_FIELD,3629,3,2024-11-01 09:06:54,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",2,0,False,True
TXN10140,SO34064,EDI_850,SUCCESS,,3349,0,2024-11-01 09:07:00,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10144,SO32059,EDI_850,SUCCESS,,5422,0,2024-11-01 09:07:12,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10146,SO34679,EDI_856,SUCCESS,,3414,0,2024-11-01 09:07:18,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10147,SO37599,EDI_856,SUCCESS,,4297,0,2024-11-01 09:07:21,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10148,SO35424,API_INVOICE,SUCCESS,,5689,0,2024-11-01 09:07:24,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10150,SO38685,API_INVOICE,SUCCESS,,4317,0,2024-11-01 09:07:30,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10154,SO38151,EDI_850,SUCCESS,,3812,0,2024-11-01 09:07:42,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10155,SO31154,API_ORDER,SUCCESS,,4961,0,2024-11-01 09:07:45,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10156,SO39596,EDI_856,FAILED,ERR_MISSING_FIELD,1341,5,2024-11-01 09:07:48,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",3,0,True,True
TXN10158,SO33066,API_INVOICE,SUCCESS,,5568,0,2024-11-01 09:07:54,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10159,SO31199,API_INVOICE,SUCCESS,,5461,0,2024-11-01 09:07:57,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10160,SO31198,API_ORDER,PENDING,,4700,3,2024-11-01 09:08:00,True,"PENDING_SLA_BREACH,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",1,1,False,True
TXN10161,SO33015,API_ORDER,SUCCESS,,4345,0,2024-11-01 09:08:03,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10163,SO36037,EDI_856,SUCCESS,,5764,0,2024-11-01 09:08:09,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10164,SO33857,EDI_850,SUCCESS,,4850,0,2024-11-01 09:08:12,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10165,SO30842,EDI_856,SUCCESS,,5520,0,2024-11-01 09:08:15,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10166,SO39912,API_INVOICE,SUCCESS,,4757,0,2024-11-01 09:08:18,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10168,SO38627,API_ORDER,SUCCESS,,5606,0,2024-11-01 09:08:24,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10169,SO36329,EDI_856,SUCCESS,,3994,0,2024-11-01 09:08:27,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10172,SO39393,EDI_850,SUCCESS,,3851,0,2024-11-01 09:08:36,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10175,SO36053,API_INVOICE,SUCCESS,,5796,0,2024-11-01 09:08:45,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10176,SO33306,EDI_850,SUCCESS,,5914,0,2024-11-01 09:08:48,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10177,SO36772,EDI_850,FAILED,ERR_MISSING_FIELD,2701,2,2024-11-01 09:08:51,True,FAILED_TRANSACTION,2,0,False,True
TXN10178,SO36992,API_INVOICE,SUCCESS,,3476,0,2024-11-01 09:08:54,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10180,SO33127,API_INVOICE,SUCCESS,,5897,0,2024-11-01 09:09:00,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10181,SO34253,EDI_856,SUCCESS,,3605,0,2024-11-01 09:09:03,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10182,SO34028,EDI_850,SUCCESS,,3672,0,2024-11-01 09:09:06,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10183,SO33615,API_INVOICE,SUCCESS,,4016,0,2024-11-01 09:09:09,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10190,SO30296,API_INVOICE,SUCCESS,,3619,0,2024-11-01 09:09:30,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10192,SO33893,API_INVOICE,FAILED,,1926,4,2024-11-01 09:09:36,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",0,0,False,True
TXN10193,SO39781,EDI_856,FAILED,ERR_TIMEOUT,1891,4,2024-11-01 09:09:39,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",3,0,False,True
TXN10194,SO39431,API_ORDER,SUCCESS,,4146,0,2024-11-01 09:09:42,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10200,SO33527,API_INVOICE,SUCCESS,,3730,0,2024-11-01 09:10:00,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10201,SO38508,API_INVOICE,PENDING,,4898,4,2024-11-01 09:10:03,True,"PENDING_SLA_BREACH,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",0,1,True,True
TXN10203,SO39014,API_INVOICE,SUCCESS,,3830,0,2024-11-01 09:10:09,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10204,SO34175,EDI_856,SUCCESS,,5501,0,2024-11-01 09:10:12,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10205,SO31272,API_INVOICE,FAILED,,1941,1,2024-11-01 09:10:15,True,FAILED_TRANSACTION,0,0,False,True
TXN10206,SO38818,EDI_850,SUCCESS,,5488,0,2024-11-01 09:10:18,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10207,SO31344,EDI_856,SUCCESS,,3277,0,2024-11-01 09:10:21,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10208,SO32157,API_ORDER,FAILED,ERR_TIMEOUT,2796,5,2024-11-01 09:10:24,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",1,0,False,True
TXN10209,SO33073,EDI_856,PENDING,,4347,3,2024-11-01 09:10:27,True,"PENDING_SLA_BREACH,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",3,1,False,True
TXN10210,SO31558,API_INVOICE,SUCCESS,,4610,0,2024-11-01 09:10:30,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10211,SO38712,EDI_856,SUCCESS,,3554,0,2024-11-01 09:10:33,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10213,SO35088,EDI_856,SUCCESS,,5544,0,2024-11-01 09:10:39,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10214,SO37991,EDI_856,FAILED,ERR_MISSING_FIELD,1944,1,2024-11-01 09:10:42,True,FAILED_TRANSACTION,3,0,False,True
TXN10215,SO34464,API_ORDER,SUCCESS,,3922,0,2024-11-01 09:10:45,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10217,SO35323,API_ORDER,SUCCESS,,4791,0,2024-11-01 09:10:51,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10218,SO32908,EDI_856,SUCCESS,,5523,0,2024-11-01 09:10:54,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10219,SO39028,API_INVOICE,FAILED,ERR_TIMEOUT,2301,5,2024-11-01 09:10:57,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",0,0,True,True
TXN10220,SO32478,API_ORDER,SUCCESS,,3571,0,2024-11-01 09:11:00,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10222,SO33289,API_INVOICE,SUCCESS,,3888,0,2024-11-01 09:11:06,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10223,SO34388,EDI_856,SUCCESS,,5914,0,2024-11-01 09:11:09,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10224,SO32205,API_INVOICE,SUCCESS,,4729,0,2024-11-01 09:11:12,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10226,SO35226,EDI_850,SUCCESS,,5529,0,2024-11-01 09:11:18,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10227,SO32799,API_ORDER,SUCCESS,,5577,0,2024-11-01 09:11:21,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10228,SO33620,API_ORDER,SUCCESS,,5440,0,2024-11-01 09:11:24,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10229,SO39077,EDI_856,SUCCESS,,5920,0,2024-11-01 09:11:27,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10230,SO30099,EDI_856,SUCCESS,,3591,0,2024-11-01 09:11:30,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10235,SO33352,API_ORDER,SUCCESS,,3982,0,2024-11-01 09:11:45,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10236,SO31723,EDI_856,SUCCESS,,3213,0,2024-11-01 09:11:48,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10238,SO31815,API_INVOICE,SUCCESS,,5259,0,2024-11-01 09:11:54,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10239,SO38358,API_ORDER,SUCCESS,,3718,0,2024-11-01 09:11:57,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10241,SO30912,EDI_856,FAILED,ERR_TIMEOUT,4437,2,2024-11-01 09:12:03,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED",3,0,False,True
TXN10243,SO32029,EDI_856,SUCCESS,,4677,0,2024-11-01 09:12:09,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10244,SO39449,API_ORDER,SUCCESS,,5067,0,2024-11-01 09:12:12,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10247,SO33299,API_ORDER,SUCCESS,,5862,0,2024-11-01 09:12:21,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10249,SO38352,API_ORDER,SUCCESS,,4759,0,2024-11-01 09:12:27,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10253,SO36913,API_INVOICE,SUCCESS,,5933,0,2024-11-01 09:12:39,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10254,SO39815,EDI_850,PENDING,,4794,5,2024-11-01 09:12:42,True,"PENDING_SLA_BREACH,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",2,1,True,True
TXN10256,SO30901,EDI_850,PENDING,,5654,3,2024-11-01 09:12:48,True,"PENDING_SLA_BREACH,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",2,1,False,True
TXN10257,SO31371,EDI_856,SUCCESS,,5826,0,2024-11-01 09:12:51,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10260,SO32402,EDI_850,FAILED,ERR_TIMEOUT,1212,4,2024-11-01 09:13:00,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",2,0,False,True
TXN10261,SO35708,EDI_850,FAILED,ERR_MISSING_FIELD,5279,3,2024-11-01 09:13:03,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",2,0,False,True
TXN10262,SO34777,API_INVOICE,FAILED,ERR_MISSING_FIELD,4455,1,2024-11-01 09:13:06,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED",0,0,False,True
TXN10265,SO35439,API_INVOICE,SUCCESS,,4552,0,2024-11-01 09:13:15,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10268,SO38966,API_INVOICE,SUCCESS,,3860,0,2024-11-01 09:13:24,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10270,SO30499,EDI_850,FAILED,,946,1,2024-11-01 09:13:30,True,FAILED_TRANSACTION,2,0,False,True
TXN10271,SO35626,API_ORDER,SUCCESS,,4447,0,2024-11-01 09:13:33,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10272,SO32893,API_INVOICE,FAILED,ERR_TIMEOUT,3581,4,2024-11-01 09:13:36,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",0,0,False,True
TXN10273,SO38642,API_INVOICE,SUCCESS,,3014,0,2024-11-01 09:13:39,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10275,SO34517,EDI_856,SUCCESS,,4889,0,2024-11-01 09:13:45,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10277,SO38577,EDI_850,SUCCESS,,5299,0,2024-11-01 09:13:51,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10278,SO35223,EDI_856,SUCCESS,,5943,0,2024-11-01 09:13:54,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN10279,SO37935,API_ORDER,SUCCESS,,4497,0,2024-11-01 09:13:57,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10281,SO35532,EDI_850,SUCCESS,,5654,0,2024-11-01 09:14:03,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10282,SO36143,EDI_850,SUCCESS,,4839,0,2024-11-01 09:14:06,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN10284,SO32422,API_INVOICE,SUCCESS,,5146,0,2024-11-01 09:14:12,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN10286,SO39957,API_ORDER,SUCCESS,,5075,0,2024-11-01 09:14:18,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN10287,SO33230,API_ORDER,FAILED,ERR_MISSING_FIELD,2215,3,2024-11-01 09:14:21,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",1,0,False,True
